"method","sim_label","subset","TN","FN","FP","TP","Precision","Recall","secs"
"fishash+_poisson","nguides_2000_iter_2","full",39976831,691,2377,20101,0.894252157665273,0.96676606387072,0.624984979629517
"fishash+_poisson","nguides_2000_iter_2","nonzero",650235,428,2377,20101,0.894252157665273,0.97915144429831,0.624984979629517
"fishash_poisson_rawd","nguides_2000_iter_2","full",39978719,737,489,20055,0.976197429906542,0.964553674490189,0.428569078445435
"fishash_poisson_rawd","nguides_2000_iter_2","nonzero",652123,474,489,20055,0.976197429906542,0.976910711676165,0.428569078445435
"fishash+_contingency","nguides_2000_iter_2","full",39976778,693,2430,20099,0.892139020817613,0.966669873028088,1.30055022239685
"fishash+_contingency","nguides_2000_iter_2","nonzero",650182,430,2430,20099,0.892139020817613,0.979054021140825,1.30055022239685
"fishash_refit0","nguides_2000_iter_3","full",39978559,790,562,20089,0.972785821509854,0.962162938838067,0.37054705619812
"fishash_refit0","nguides_2000_iter_3","nonzero",646813,518,562,20089,0.972785821509854,0.974862910661426,0.37054705619812
"fishash_refit10","nguides_2000_iter_3","full",39978587,771,534,20108,0.974130413719601,0.963072944106519,1.62974500656128
"fishash_refit10","nguides_2000_iter_3","nonzero",646841,499,534,20108,0.974130413719601,0.975784927451837,1.62974500656128
"fishash+_poisson","nguides_2000_iter_3","full",39976713,721,2408,20158,0.893290791456173,0.96546769481297,0.83617091178894
"fishash+_poisson","nguides_2000_iter_3","nonzero",644967,449,2408,20158,0.893290791456173,0.978211287426603,0.83617091178894
